Year,State,District,Reg.No,Donor_s_no,Donor_Name,Donor_type,Donor_Address,Purpose,Amount (INR)
2017-2018,Delhi,Delhi,231661389,1,FURM GROUP L,Institutional,"NEWZEALAND , New Zealand, Email Id: , Website Address :",Educational,76662.9
2017-2018,Delhi,Delhi,231661389,2,Sukhwinder kaur,Individual,"626,Ren Mark, South Australia, Australia , Australia, Email Id: , Website Address :",Educational,251566
2017-2018,Delhi,Delhi,231661389,3,Harinder Pal Singh Luthra,Individual,"19 Cherrywood Crescent, Howick Auckland, New zealand , United Kingdom, Email Id: , Website Address :",Educational,200000
2017-2018,Delhi,Delhi,231661389,4,Paramjit Singh,Individual,"australia , Australia, Email Id: , Website Address :",Educational,20418.89
2017-2018,Delhi,Delhi,231661389,5,INREM,Institutional,"UNITED KINGDOM , United Kingdom, Email Id: , Website Address :",Educational,732684.76
2017-2018,Delhi,Delhi,231661389,6,Amrit Pal Singh,Individual,"Australia , Australia, Email Id: , Website Address :",Educational,354499.45
2017-2018,Delhi,Delhi,231661522,1,Franklin Templeton Investments r,Institutional,"11 W, Plano Parkway, Ste 1000YC, Plano, TX 75093 , United States of America, Email Id: , Website Address :",Social,40394
2017-2018,Delhi,Delhi,231661522,2,t s United Way i Worldwide n i,Institutional,"701 North Fairfax Street, Alexandria, Virginia, USA 22314- 2045 , United States of America, Email Id: , Website Address :",Social,5178412
2017-2018,Delhi,Delhi,231660233,1,ANNAMMA MT r t,Individual,"RC HOSPITAL, NAYAGANA, PO BOX 1326, RUNDU, NAMIBIA , South Africa , Email Id: , Website Address :",Social,3902725
2017-2018,Delhi,Delhi,231660233,2,s i VEREINIGUNG n KATHOLISCHER ORDEN i,Institutional,"DIERDOFER STR. 163, 56564, NEUWIED , Germany , Email Id: , Website Address :",Social,7232130
2017-2018,Delhi,Delhi,231660233,3,M MISEREOR,Institutional,"MOART, STRASSE-9, D 052064, AACHEN , Germany , Email Id: , Website Address :",Social,68956
2017-2018,Delhi,Delhi,231650756,1,SAINT MATHEW PARISH r,Institutional,"216, SCRIBNER AVE, NORWALK, CT 06854 , United States of America, Email Id: , Website Address :",Social,315881.7
2017-2018,Delhi,Delhi,231650756,2,t s ELIZABTH DANN i n,Institutional,"216, SCRIBNER AVE, NORWALK, CT 06854 , United States of America, Email Id: , Website Address :",Educational,47222.31
2017-2018,Delhi,Delhi,231650756,3,i M FAGGIO VALLOMBROSANO,Institutional,"VIA SAN BENEDETTO 115 50066 REGGELLO (FI) , Italy, Email Id: , Website Address :",Social,1952602
2017-2018,Delhi,Delhi,231650756,4,FONDAZIONE ELENA SAPIO,Institutional,"VIA LUIGI CALDIERI 280128 NEPOLI , Italy, Email Id: , Website Address :",Social,187497
2017-2018,Delhi,Delhi,231650756,5,FONDAZIONE ELENA SAPIO,Institutional,"VIA LUIGI CALDIERI 280128 NEPOLI , Italy, Email Id: , Website Address :",Educational,73008
2017-2018,Delhi,Delhi,231661319,1,AIDS HEALTHCARE FOUNDATION r t s i,Institutional,"S7 Panchsheel Park 110017 New Delhi , United States of America, Email Id: gladys.padilla@aidshea lth.org, Website Address : http://www.aidshealth. org",Social,169700
2017-2018,Delhi,Delhi,231661319,2,n i uwt Trust M,Institutional,"578600,St Helens Road Bolton,BL3 3SJ , United Kingdom, Email Id: info@uwt.org, Website Address : http://www.uwt.org",Social,4692059
2017-2018,Delhi,Delhi,231661319,3,THE HANS FOUNDATION,Institutional,"E-4,ASOLA HOMES,NEAR SHANI DHAM MANDIR,MEHRAUL I,NEW DELHI-110074 , India, Email Id: , Website Address : http://www.thehansfou ndation.org",Social,5976056
2017-2018,Delhi,Delhi,231661319,4,ORGISATION FUNCTING FOR EYTHEMS RESPECT,Institutional,"37/2127, EAST KALLAI CALICUT, KERALA , India, Email Id: SHNANOFFER@HOT MAIL.COM, Website Address :",Social,790022
2017-2018,Delhi,Delhi,231650656,1,JEAN JOSEPH DESCARDES,Individual,"50, 11, 96th Street, Flushing, New York , United States of America, Email Id: , Website Address :",Social,16925
2017-2018,Delhi,Delhi,231650656,2,EDUCARE FOUNDATION INC,Institutional,"337, Monstross Ave Rutherford, NJ 07070-2249 , United States of America, Email Id: , Website Address :",Social,220537
2017-2018,Delhi,Delhi,231660100,1,Monsanto India Limited,Institutional,"Ahura Centre, 5th Floor, 96, Caves Road, Andheri (East) Mumbai - 40009 , India, Email Id: juhi.gupta@monsa nto.com, Website Address : http://www.monsan to.com/global/in/pa ges/default.aspx",Educational,1935845
2017-2018,Delhi,Delhi,231660100,2,IGC The London School of Economics and Political Science,Institutional,"London School of Economics and Political Science Houghton Street London WC2A 2AE , United Kingdom, Email Id: , Website Address : http://www.lse.ac.u k/home.aspx",Educational,321800
2017-2018,Delhi,Delhi,231650701,1,DHEERA SUJAN r,Individual,"WAGENDIJK 19A, 3628 ER, KOCKENGEN , Netherlands, Email Id: , Website Address :",Social,164000
2017-2018,Delhi,Delhi,231650701,2,t s Danish Dutch Business i Club n i,Institutional,"De Lairessestraat 97 NL-1071NX Amsterdam , Netherlands, Email Id: , Website Address : https://ddbc.nl/",Social,36011
2017-2018,Delhi,Delhi,231660750,1,ICNA RELIEF CANADA r,Institutional,"1-6120 Montevideo Road , Canada, Email Id: agha@icnareliefcanada .ca, Website Address :",Educational,1876971
2017-2018,Delhi,Delhi,231660750,2,t s Human Appeal i International through Baithu Shariqa Al Khairi Trust,Institutional,"Australia , Australia, Email Id: , Website Address :",Social,3412283
2017-2018,Delhi,Delhi,231660750,3,n i MIHH HUMANITARIAN RELIEF FOUNDATION,Institutional,"BUyUk Karaman Cad Taylasan Sok No 3 Pk 34083 Fatih Istanbul , Turkey, Email Id: asia@ihh.org.tr, Website Address :",Educational,1590457
2017-2018,Delhi,Delhi,231660750,4,Qatar Charity Through Islamic Mission Trust,Institutional,"P.O.1224 Doha , Qatar, Email Id: arahman@qcharity.org, Website Address :",Social,594000
2017-2018,Delhi,Delhi,231660750,5,QATAR CHARITY THROUGH ISLAHIYA ASSOCIATION CHENNAMANGALL OR,Institutional,"1224 Ahmed Bin Hanbal St Doha Qatar , Qatar, Email Id: arahman@qcharity.org, Website Address :",Social,798000
2017-2018,Delhi,Delhi,231660750,6,QATAR CHARITY THROUGH ISLAHIYA ASSOCIATION CHENNAMANGALL OR,Institutional,"1224 Ahmed Bin Hanbal St Doha Qatar , Qatar, Email Id: arahman@qcharity.org, Website Address :",Educational,2163177
2017-2018,Delhi,Delhi,231660750,7,Qatar Charity Through Islamic Mission Trust,Institutional,"P.O.1224 Doha , Qatar, Email Id: arahman@qcharity.org, Website Address :",Social,6135000
2017-2018,Delhi,Delhi,231660750,8,Human Appeal International Though Baithu Shariqa Al Khairi Trust,Institutional,"119 Haldon St Lakemba NSW2195 , Australia, Email Id: razeen@humanappeal. org.au, Website Address :",Educational,2518080
2017-2018,Delhi,Delhi,231660750,9,UNKNOWN,Individual,"INIDIA , India, Email Id: , Website Address :",Social,599540.5
2017-2018,Delhi,Delhi,231660750,10,Ummer A.T.,Individual,"P.O. 3202, Doha,Qatar. , Qatar, Email Id: anver_shah@gmail.co m, Website Address :",Social,400000
2017-2018,Delhi,Delhi,231660750,11,Support for Educational and Economic Development,Institutional,"USA , United States of America, Email Id: seedhydusa@gmail.co m, Website Address :",Social,635227
2017-2018,Delhi,Delhi,231660750,12,Mohd Ameen,Individual,"Oman , Oman , Email Id: mdameen@omantel.net .om, Website Address :",Educational,500000
2017-2018,Delhi,Delhi,231660750,13,East Midlands Malayali Muslim Association,Institutional,"Uk , United Kingdom, Email Id: sageer46@gmail.com, Website Address :",Social,136320
2017-2018,Delhi,Delhi,231660750,14,Serving Humanity,Institutional,"USA , United States of America, Email Id: , Website Address :",Educational,1000000
2017-2018,Delhi,Delhi,231660750,15,QATAR CHARITY,Institutional,"1224, Ahmed Bin Hanbal St, Doha, Qatar , Qatar, Email Id: arahman@qcharity.org, Website Address :",Social,11999971.24
2017-2018,Delhi,Delhi,231660750,16,Hind Ali Al Musallam,Institutional,"A UCO marine Contracting P.O.1074 Manama , Ba hrain, Email Id: e accounts@ucomarine.b iz, Website Address :",Social,499700
2017-2018,Delhi,Delhi,231660750,17,IHH HUMANITARIAN RELIEF FOUNDATION,Institutional,"m BUyUk Karaman Cad Taylasan Sok No 3 Pk o34083 Fatih Istanbul , Turkey, Email Id: asia@ihh.org.tr, Website Address :",Social,6644420
2017-2018,Delhi,Delhi,231660750,18,ICNA RELIEF CANADA,Institutional,"1-6120 Montevideo Road , Canada, Email Id: agha@icnareliefcanada .ca, Website Address :",Social,8181890
2017-2018,Delhi,Delhi,231660750,19,HALUAN r t s i,Institutional,"A-03-01, Medan Pusat Bandar 5 Seksyen 9 Bandar Baru Bangi 43650 , Malaysia, Email Id: najib.matnor@haluan.o rg.my, Website Address : http://haluan.org.my",Social,1779441
2017-2018,Delhi,Delhi,231660750,20,n Aibdul Samad Mohd MHejres,Individual,"HN. 63 Road 31,East Riffa , Bahrain, Email Id: a.samad.hejres@icloud. com, Website Address :",Educational,237600
2017-2018,Delhi,Delhi,231660750,21,DINIYAT VAKFI,Institutional,"No 72B Kocatepe, Ankara, Turkey , Turkey, Email Id: proposals@diyanetvakf i.org.tr, Website Address :",Social,1377831
2017-2018,Delhi,Delhi,231650957,1,INDIA WELFARE VILLAGE SOCIETY,Individual,"19-14, YAMANAKA NYORI, TOYOHASHI- SHI, JAPAN , Japan, Email Id: yykotake@oregano .ocn.ne.jp, Website Address : http://iwvs.jp",Social,3386090
2017-2018,Delhi,Delhi,231650082,1,AMERICAN CHURCH IN BERLIN r t s i,Institutional,"LEBERSTRASSE 7 10829 BERLIN GERMANY , Germany , Email Id: pastor@americanchurc hberlin.de, Website Address : http://www.americanch urchberlin.de",Social,109953
2017-2018,Delhi,Delhi,231650082,2,n i FREE SCHOOL M LITERACY,Institutional,"4-115, First St. Suite 428, Collingwood ON L9Y 4W3,Canada , Canada, Email Id: freeschools@freeschoo ls.org, Website Address : http://www.freeschools .org",Social,767119.77
2017-2018,Delhi,Delhi,231650539,1,Elina Esipu,Individual,"Not Known , United Kingdom, Email Id: , Website Address :",Social,34797
2017-2018,Delhi,Delhi,231650539,2,Unknown,Individual,"Not Known , India, Email Id: , Website Address :",Social,84605
2017-2018,Delhi,Delhi,231650539,3,Maria Wolfgang,Individual,"Not Known , United States of America, Email Id: , Website Address :",Social,35000
2017-2018,Delhi,Delhi,231650539,4,Aditi Raina,Individual,"Not Known , United Kingdom, Email Id: , Website Address :",Social,50000
2017-2018,Delhi,Delhi,231650539,5,Wildlife SOS,Institutional,"483, Green Lanes, London, N134BS , United Kingdom, Email Id: info@wildlifesosuk .org, Website Address :",Social,1875679
2017-2018,Delhi,Delhi,231650539,6,I Partner,Institutional,"The Impact Hub, 27, Dinglay Place, London EC IV 8 BR , United Kingdom, Email Id: , Website Address : http://www.ipartner india.org",Social,880000
2017-2018,Delhi,Delhi,231650539,7,Steve and Wendi Ryters,Institutional,"483, Green Lanes, London N13 4BS UK , United Kingdom, Email Id: , Website Address :",Social,765536
2017-2018,Delhi,Delhi,231650539,8,U. K. Online Giving Foundation,Institutional,"6 Trull Farm Building, Trull, Tetbury, Gloucestershine GL8 85Q UK , United Kingdom, Email Id: info@ukogf.org, Website Address :",Social,479499
2017-2018,Delhi,Delhi,231650539,9,CC Avenue,Institutional,"o Level - 2, Plaza Asiad, SV RHoad, Santa Cruz West, Mumbai , India,   Emafil Id: accounts@ccavenu o e.com, Website Address :",Social,688573
2017-2018,Delhi,Delhi,231650539,10,Rohit Kumar,Individual,"Not Known , India, Email Id: , Website Address :",Social,5000
2017-2018,Delhi,Delhi,231650539,11,Precious Pet Services Pvt. Ltd.,Institutional,"365, G. F., Lotus Building, Sultanpur, Delhi , India, Email Id: , Website Address :",Social,71400
2017-2018,Delhi,Delhi,231650539,12,i Milaap SocialM Ventures USA Pvt. Ltd.,Institutional,"311, North Market Street-Suite 200 Dallas, TX75202 , United States of America, Email Id: feedback@milaap.o rg, Website Address :",Social,11671
2017-2018,Delhi,Delhi,231650539,13,Marla and Merry Sugarman,Institutional,"Not Known , United States of America, Email Id: marlasugarman@y ahoo.com, Website Address :",Social,895125
2017-2018,Delhi,Delhi,231650539,14,Lefrak Foundation,Institutional,"1007 N Orange Sr. Ste 210, Wilmington DE , United States of America, Email Id: , Website Address : http://www.lefrak.c om",Social,2502588
2017-2018,Delhi,Delhi,231650539,15,Jay Pratte,Individual,"Not Known , United States of America, Email Id: , Website Address :",Social,13800
2017-2018,Delhi,Delhi,231650539,16,Janet Thomas Animal Aid Abroad INC,Institutional,"P.O. Box No. 121 Floreat Forum, WA 6014 , Australia, Email Id: , Website Address : http://www.animala idabroad.org",Social,716838
2017-2018,Delhi,Delhi,231650539,17,Ashok Soni,Individual,"Not Known , India, Email Id: , Website Address :",Social,1000
2017-2018,Delhi,Delhi,231650539,18,Ashish Nijhawan,Individual,"Level 26, 2601- 2606, Jumeirah Bay Towers-X-2. Dubai UAE , United Arab Emirates, Email Id: yash.jimudiya@sea waysintl.com, Website Address :",Social,242781
2017-2018,Delhi,Delhi,231650539,19,International Animal Rescue,Institutional,"Lime House Regency Close, Uckfield, East Sussex, TN22 1DS , United Kingdom, Email Id: , Website Address :",Social,448900
2017-2018,Delhi,Delhi,231650539,20,International Animal Rescue,Institutional,"Lime House Regency Close, Uckfield, East Sussex, TN22 1DS , United Kingdomo, Email Id: , Website Address :",Social,506918
2017-2018,Delhi,Delhi,231650539,21,Indian Schools Alumni and Friends,Institutional,"H 137, Seagate Drive, San M atco CA 944f03 , United Sotates of America, Email Id:  sharma1336@gmai l.com, Website Address :",Social,26694
2017-2018,Delhi,Delhi,231650539,22,Houser Bears i M,Institutional,"Vienna House, International Square, Birmingham International Park, Solihull, West Midlands, , United Kingdom, Email Id: info@houserbears.c om, Website Address : http://www.hauserb earers.com",Social,2684600
2017-2018,Delhi,Delhi,231650539,23,FOUNDATION BRIGITTE BARDOT,Institutional,"28, rue Vineuse - 75116, Paris , France, Email Id: fbb@foundationbri gittebardot.fr, Website Address :",Social,1092923
2017-2018,Delhi,Delhi,231650539,24,FOUNDATION BRIGITTE BARDOT,Institutional,"28, rue Vineuse - 75116, Paris , France, Email Id: fbb@foundationbri gittebardot.fr, Website Address :",Social,1827714
2017-2018,Delhi,Delhi,231650539,25,Animal Rahat,Institutional,"Plot No. -11, 335/2B, Rimzim Bunglow, 100 Feet Road, Pragati Colony, Khokale Mala, Sangli, Maharastra , India, Email Id: info@animalrahat.c om, Website Address : http://www.animalr ahat.com",Social,510000
2017-2018,Delhi,Delhi,231650539,26,Aminur Rashid,Individual,"Not Known , Bangladesh, Email Id: , Website Address :",Social,80000
2017-2018,Delhi,Delhi,231650830,1,Presentation Generalate r t s i,Institutional,"Main Street, Monasterevin, Co. Kildare , Ireland, Email Id: adminpresevin@eirco m.net, Website Address : http://www.presentatio nsistersunion.org",Social,518097
2017-2018,Delhi,Delhi,231650830,2,n i Diozese of Rottenburg M Stugart,Institutional,"BISCHOFLICHES ORDINARIAT Hauptabteilung X Weltkirche, Postfach 9, D-72101 Rottenburg/Neckar , Germany , Email Id: weltkirche@bo.drs.de, Website Address : http://weltkirche.drs.de",Social,1894860
2017-2018,Delhi,Delhi,231650830,3,Presentation Generalate,Institutional,"Main Street, Monasterevin, Co. Kildare , Ireland, Email Id: adminpresevin@eirco m.net, Website Address : http://www.presentatio nsistersunion.org",Educational,5221880
2017-2018,Delhi,Delhi,231650830,4,Pontifical Society of Saint Peter Apostolite through Apostolic Nunciature,Institutional,"50C, NITI MARG, CHANKYAPURI, NEW DELHI-110021 , India, Email Id: , Website Address :",Educational,42160
2017-2018,Delhi,Delhi,231660821,1,Indians for Collective Action r t s,Institutional,"3838 Mumford Place, Palo Alto CA 94306 , United States of America, Email Id: suresh@hear2read.org, Website Address : http://icaonline.org/",Social,94965
2017-2018,Delhi,Delhi,231660821,2,i n Unops i M,Institutional,"Marmorvej 51, PO Box 2695, 2100 Copenhagen, Denmark , Denmark, Email Id: SargamK@unops.org, Website Address : https://www.unops.org/",Social,1609921.8
2017-2018,Delhi,Delhi,231660821,3,World Intellectual Property Organization,Institutional,"30 19 8th  St N, St Petersburg, FL 33704 USA , United States of America, Email Id: nicholas.hoekstra@wip o.int, Website Address : http://www.wipo.in",Social,588186.72
2017-2018,Delhi,Delhi,231660821,4,Global Relief Foundation,Institutional,"Berkeley Square House,3rd Floor, Suite 1,Berkeley Square,London, W1J 6BU , United Kingdom, Email Id: info@globalreliefinitiat ive.com, Website Address : http://www.globalrelief initiative.com",Social,1199764
2017-2018,Delhi,Delhi,231660821,5,World Intellectual Property Organization,Institutional,"30 19 8th  St N, St Petersburg, FL 33704 USA , United States of America, Email Id: nicholas.hoekstra@wip o.int, Website Address : http://www.wipo.in",Social,590916.78
2017-2018,Delhi,Delhi,231660821,6,Viji Dilip,Individual,"PO Box 853, Cupertino, CA 95014 USA , United States of America, Email Id: Accessbraille@Gmail.c om, Website Address :",Social,364572
2017-2018,Delhi,Delhi,231660821,7,The Hans Foundation,Institutional,"C-301, 3rd Floor, Hudco Place, Andrews Ganj, Ansal Plaza, Khel Goan Marg, New Delhi-110049, India. Tel: (011) 49524545, , India, Email Id: Info@thfmail.com, Website Address : http://www.thehansfou ndation.org/",Social,2765776
2017-2018,Delhi,Delhi,231660821,8,World Intellectual Property Organization,Institutional,"30 19 8th  St N, St Petersburg, FL 33704 USA , United States of America, Email Id: nicholas.hoekstra@wip o.int, Website Address : http://www.wipo.in",Social,756373.35
2017-2018,Delhi,Delhi,231660821,9,Symond Lim Ming Loong,Individual,"2 Science Park Drive, #07-13, Singapore 118222 , Singapore, Email Id: slim5@its.jnj.com, Website Address :",Social,53056
2017-2018,Delhi,Delhi,231660821,10,Mr. Rahul Uniyal,Individual,"A   2622 Overseas e Apartments Noida Sector 50 , India, Email m Id: rahultaru@gmail.com, Website Address :",Social,26057.74
2017-2018,Delhi,Delhi,231660821,11,World Intellectual Property Organization,Institutional,"o 30 19 8th  St N, St Petersburg, FL 33704 USA , United States of America, Email Id: nicholas.hoekstra@wip o.int, Website Address : http://www.wipo.in",Social,587554.1
2017-2018,Delhi,Delhi,231660821,12,The Hans Foundation r t s i,Institutional,"C-301, 3rd Floor, Hudco Place, Andrews Ganj, Ansal Plaza, Khel Goan Marg, New Delhi-110049, India. Tel: (011) 49524545, , India, Email Id: Info@thfmail.com, Website Address : http://www.thehansfou ndation.org/",Social,3030949
2017-2018,Delhi,Delhi,231660821,13,n Wiorld Intellectual MProperty Organization,Institutional,"30 19 8th  St N, St Petersburg, FL 33704 USA , United States of America, Email Id: nicholas.hoekstra@wip o.int, Website Address : http://www.wipo.in",Social,588019.6
2017-2018,Delhi,Delhi,231660821,14,World Intellectual Property Organization,Institutional,"30 19 8th  St N, St Petersburg, FL 33704 USA , United States of America, Email Id: nicholas.hoekstra@wip o.int, Website Address : http://www.wipo.in",Social,472752.6
2017-2018,Delhi,Delhi,231660549,1,Sadasewa Foundation Inc r t s i,Institutional,"543 Ashland Avenue, Baldwin New York 11510 (NY) , United States of America, Email Id: shreedharkavil@gmail. com, Website Address : http://www.nonprofitfa cts.com",Social,942975
2017-2018,Delhi,Delhi,231650411,1,TEARFUND r t s,Institutional,"100, CHURCH ROAD, TEDDINGTON, TWII 8QE, UNITED KINGDOM , United Kingdom, Email Id: , Website Address : http://www.tearfund.or g",Social,1713507
2017-2018,Delhi,Delhi,231650411,2,i n CHRISTIAN AID i M,Institutional,"35 LOWER MARSH SE1 7RL , United Kingdom, Email Id: , Website Address : https://www.christian.o rg.uk",Social,4485234.07
2017-2018,Delhi,Delhi,231650411,3,CATHOLIC RELIEF SERVICES,Institutional,"228 W LEXINGTIN ST BALTOMORE MARYLAND 21201 3443 , United States of America, Email Id: info@crs.org, Website Address : https://www.crs.org",Social,323988.27
2017-2018,Delhi,Delhi,231650411,4,SEL FRANCE,Institutional,"157, RUE DES BLAINS 92220 BAGNEUX , France, Email Id: iduval@selfrance.org, Website Address :",Social,121739.59
2017-2018,Delhi,Delhi,231650411,5,CANADIAN FOOD GRAIN BANK,Institutional,"P.O BOX NO.767,WINNIPEG, MB, R3C, 2L4 , Canada, Email Id: cfgb@foodgrainsbank. ca, Website Address :",Social,2315525
2017-2018,Delhi,Delhi,231650411,6,TEAR AUSTRALIA,Institutional,"UNIT-1, 4 SOLWOOD, LANE, BLACKBURN 3130, AUSTRALIA , Australia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,666023
2017-2018,Delhi,Delhi,231650411,7,THE WORLD CHARITABLE FOUNDATION,Institutional,"USA , United States of America, Email Id: STACEY@CORENER STONETRUST.ORG, Website Address :",Social,2590700
2017-2018,Delhi,Delhi,231650411,8,ERIKS,Institutional,"ERIKSHJALPEN, BERGMOSSEVAGEN 5, PO BOX-1, HOLSBYBRUNN, 57015, SWEDEN , Sweden, Email Id: roland.nissfolk@eriksd evelopment.org, Website Address : http://erikshjalpen.se",Social,2791000
2017-2018,Delhi,Delhi,231650411,9,CEDAR FUND,Institutional,"RM 504 5/F RIGHTFUL CENTRE, 12 TAK HING STREET, YAUMATI KLN, HONGKONG , Hong Kong, Email Id: serena@cedarfund.org, Website Address : http://cedarfund.org",Social,775958
2017-2018,Delhi,Delhi,231650411,10,JUSTICE VENTURES INTERNATIONAL,Institutional,"P.O BOX 2834, WASHINGTON, DC 20013 2834 , United States of America, A Email Id: infor@justiceventures. org, Website  Address : http://www.justicevent ures.org",Social,545275
2017-2018,Delhi,Delhi,231650411,11,THE HANS FOUNDATION,Institutional,"e m C301 3rd Floor Hudco Place Andrews Ganj , Ansal Plaza,Khel Gaon oMarg New Delhi 110049 , India, Email Id: info@thfmail.com, Website Address :",Social,636923
2017-2018,Delhi,Delhi,231650411,12,TEAR AUSTRALIA,Institutional,"UNIT-1, 4 SOLWOOD, LANE, BLACKBURN 3130, AUSTRALIA , Australia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,9239969
2017-2018,Delhi,Delhi,231650411,13,WORLD RENEWr t s i n,Institutional,"3478, MAINWAY, P.O BOX, 5070 STN LCD-1, BURLINGTON ON CA L7R 3Y8 , Canada, Email Id: kdaring@worldrenew.n et, Website Address :",Social,1472040
2017-2018,Delhi,Delhi,231650411,14,i MSWEDISH MEDICAL MISSION,Institutional,"LAKARMISSION, SIKTGATAN 8, 162 88, VALLINGBY, STOCKHOLM SWEDEN , Sweden, Email Id: koolash@lakarmission en.se, Website Address :",Social,2234571
2017-2018,Delhi,Delhi,231650411,15,TEARFUND,Institutional,"100, CHURCH ROAD, TEDDINGTON, TWII 8QE, UNITED KINGDOM , United Kingdom, Email Id: , Website Address : http://www.tearfund.or g",Social,7350429
2017-2018,Delhi,Delhi,231650411,16,LEONARD CHESHIRE DISABLITY,Institutional,"SOUTH ASIA REGIONAL OFFICE, PRESTIGE ARTIUM 3 208 209, CENTRAL STREET, SHIVAJI NAGAR, BANGALORE - 560 001 , India, Email Id: info@lcdsouthasia.org, Website Address : http://leonardcheshire.o rg",Social,1273000
2017-2018,Delhi,Delhi,231650411,17,CANADIAN FOOD GRAIN BANK,Institutional,"P.O BOX NO.767,WINNIPEG, MB, R3C, 2L4 , Canada, Email Id: cfgb@foodgrainsbank. ca, Website Address :",Social,427535
2017-2018,Delhi,Delhi,231650411,18,ACC INTERNATIONAL RELIEF INC,Institutional,"UNIT 5/2, STATION ROAD, 3168 CLAYTON VICTORIA , Australia, Email Id: , Website Address : http://www.accir.org.au",Social,1032618
2017-2018,Delhi,Delhi,231650411,19,TEARFUND,Institutional,"100, CHURCH ROAD, TEDDINGTON, TWII 8QE, UNITED KINGDOM , United Kingdom, Email Id: , Website Address : http://www.tearfund.or g",Social,76857
2017-2018,Delhi,Delhi,231650411,20,CANADIAN FOOD GRAIN BANK,Institutional,"P.O BOX NO.767,WINNIPEG, MB, R3C, 2L4 , Canada, Email Id: cfgb@foodgrainsbank. ca, Website Address :",Social,22317
2017-2018,Delhi,Delhi,231650411,21,SEL FRANCE,Institutional,"157, RUE DES A BLAINS 92220 BAGNEUX , France,   Email Id: iduval@selfrance.org, Website Address :",Social,115071.6
2017-2018,Delhi,Delhi,231650411,22,TEARFUND,Institutional,"e m 100, CHURCH ROAD, TEDDINGTON, TWII o8QE, UNITED KINGDOM , United Kingdom, Email Id: , Website Address : http://www.tearfund.or g",Social,2966464
2017-2018,Delhi,Delhi,231650411,23,CANADIAN FOOD GRAIN BANK,Institutional,"P.O BOX NO.767,WINNIPEG, MB, R3C, 2L4 , Canada, Email Id: cfgb@foodgrainsbank. ca, Website Address :",Social,150280
2017-2018,Delhi,Delhi,231650411,24,r ERIKS t s i n i,Institutional,"ERIKSHJALPEN, BERGMOSSEVAGEN 5, PO BOX-1, HOLSBYBRUNN, 57015, SWEDEN , Sweden, Email Id: roland.nissfolk@eriksd evelopment.org, Website Address : http://erikshjalpen.se",Social,2773034
2017-2018,Delhi,Delhi,231650411,25,M ERIKS,Institutional,"ERIKSHJALPEN, BERGMOSSEVAGEN 5, PO BOX-1, HOLSBYBRUNN, 57015, SWEDEN , Sweden, Email Id: roland.nissfolk@eriksd evelopment.org, Website Address : http://erikshjalpen.se",Social,1507596
2017-2018,Delhi,Delhi,231650411,26,THE HANS FOUNDATION,Institutional,"C301 3rd Floor Hudco Place Andrews Ganj , Ansal Plaza,Khel Gaon Marg New Delhi 110049 , India, Email Id: info@thfmail.com, Website Address :",Social,612763
2017-2018,Delhi,Delhi,231650411,27,NEW INDIA EVANGELISTIC ASSOCIATION INC,Institutional,"305, OLD ASHBY RIDGE ROAD, PARKERSBURG , United States of America, Email Id: , Website Address :",Social,319285
2017-2018,Delhi,Delhi,231650411,28,TEAR AUSTRALIA,Institutional,"UNIT-1, 4 SOLWOOD, LANE, BLACKBURN 3130, AUSTRALIA , Australia, Email Id: paul.hansen@tear.org.a u, Website Address :",Social,3025773
2017-2018,Delhi,Delhi,231650411,29,TEARFUND,Institutional,"100, CHURCH ROAD, TEDDINGTON, TWII 8QE, UNITED KINGDOM , United Kingdom, Email Id: , Website Address : http://www.tearfund.or g",Social,5372884
2017-2018,Delhi,Delhi,231650411,30,ERIKS,Institutional,"ERIKSHJALPEN, BERGMOSSEVAGEN 5, PO BOX-1, HOLSBYBRUNN, 57015, SWEDEN , Sweden, Email Id: roland.nissfolk@eriksd evelopment.org, Website Address : http://erikshjalpen.se",Social,1507596
2017-2018,Delhi,Delhi,231650411,31,ERIKS,Institutional,"ERIKSHJALPEN, BERGMOSSEVAGEN 5, PO BOX-1, HOLSBYBRUNN, 57015, SWEDEN , Sweden, Email Id: roland.nissfolk@eriksd evelopment.org, Website Address : http://erikshjalpen.se",Social,2778189
2017-2018,Delhi,Delhi,231650411,32,ACC INTERNATIONAL RELIEF INC,Institutional,"A UNIT 5/2, STATION ROAD, 3168 CLAYTON   VICTORIAe , Australia, Email Id: , Website Address : http://www.accir.org.au",Social,688412
2017-2018,Delhi,Delhi,231650411,33,LEONARD CHESHIRE DISABLITY,Institutional,"m SOUTH ASIA oREGIONAL OFFICE, PRESTIGE ARTIUM 3 208 209, CENTRAL STREET, SHIVAJI NAGAR, BANGALORE - 560 001 , India, Email Id: info@lcdsouthasia.org, Website Address : http://leonardcheshire.o rg",Social,1635000
2017-2018,Delhi,Delhi,231650411,34,TEAR FUND NEWr ZEALAND t s i,Institutional,"P.O BOX, 8315, AUCKLAND, NEW ZEALAND , New Zealand, Email Id: gpayments@tearfund.o rg.nz, Website Address :",Social,510672.29
2017-2018,Delhi,Delhi,231650411,35,n LiAKARMISSIONEN M,Institutional,"SIKTGATAN 8, 162 88, VALLINGBY, STOCKHOLM SWEDEN , Sweden, Email Id: koolash@lakarmission en.se, Website Address :",Social,1584050
