Registration Number,Association Name,State,Cancellation Type,Cancellation Year
136760113,Gramyanchal SewaSamiti,Uttar Pradesh,On Violation,2019
136270031,Gramin Manav Utthan Sansthan,Uttar Pradesh,On Violation,2019
136570038,Gram Vikas Sewa Sansthan,Uttar Pradesh,On Violation,2019
136230197,Gopi Yuva Mandal,Uttar Pradesh,On Violation,2019
136420055,Gopal Shikshan Evam Gramin Vikas Sansthan,Uttar Pradesh,On Violation,2019
136550259,Ghayasiban Educational and Welfare Society,Uttar Pradesh,On Violation,2019
136680004,Gandhi (centenary) Memorial School,Uttar Pradesh,On Violation,2019
137360015,FATIMA EDUCATIONAL SOCIAL AVAM WELFARE SOCIETY,Uttar Pradesh,On Violation,2019
136380061,Dr.Bhim Rao Ambedker Gramodya Sewa Sansthan,Uttar Pradesh,On Violation,2019
136590040,Dr. BHIM RAO AMBEDKAR GRAMIN PRADAUGIKI VIKAS SAMITI,Uttar Pradesh,On Violation,2019
136300025,DISHA SAMITI BAREILLY,Uttar Pradesh,On Violation,2019
10231003,SNEHA SOCIETY,Telangana,On Violation,2019
10230919,Shammah Ministries International,Telangana,On Violation,2019
368140050,SEVABHARATHI,Telangana,On Violation,2019
10230963,SATYA HARISHCHANDRA FOUNDATION,Telangana,On Violation,2019
10230437,Sampurna (The Overall Development),Telangana,On Violation,2019
10240020,Rural Education andCommunity Health Soceity,Telangana,On Violation,2019
10360128,RUDRAMA DEVI MAHILA MANDALI,Telangana,On Violation,2019
368210005,PRAJADARANA SOCIAL WELFARE SOCIETY,Telangana,On Violation,2019
10230921,PEOPLE WITH HEARING IMPAIRED NETWORK,Telangana,On Violation,2019
368210009,NEW LIFE SOCIETY HUNTER ROAD,Telangana,On Violation,2019
10220113,New Harvest Ministries,Telangana,On Violation,2019
10230702,Network of persons with disability organisations(NPdo),Telangana,On Violation,2019
10220114,National Geophysical Research Institute,Telangana,On Violation,2019
10300104,NALGONDA YOUTH POSITIVE SOCIETY,Telangana,On Violation,2019
368140036,Move The Wheel Foundation,Telangana,On Violation,2019
10250146,Mephi Mentally Regarded Rehabilitation Centre,Telangana,On Violation,2019
10280008,Mennonite Bretheren Charitable Hospital's Trust,Telangana,On Violation,2019
10250179,Mass Action for Social Service,Telangana,On Violation,2019
10300081,Mano Prakash Human Services,Telangana,On Violation,2019
10230360,Kiranam Organisation for the Disabled in AP,Telangana,On Violation,2019
368140045,KALAMANDIR FOUNDATION,Telangana,On Violation,2019
368150003,JESUS MERCIFUL HOME,Telangana,On Violation,2019
10290041,JESUS JOYS CHIRU ORGANISATION,Telangana,On Violation,2019
368140052,JEEYAR INTEGRATED VEDIC ACADEMY,Telangana,On Violation,2019
10290035,Iykya Sabhya Samithi,Telangana,On Violation,2019
368140008,International human rights association,Telangana,On Violation,2019
368140035,INDIS FOUNDATION,Telangana,On Violation,2019
10230788,HYDERABAD ARCHDIOCESE EDUCATIONAL SOCIETY,Telangana,On Violation,2019
10230962,HOPE NOW,Telangana,On Violation,2019
10220247,GRACIOUS PARADISE CHARITABLE FOUNDATION,Telangana,On Violation,2019
10230571,Grace Ministries Social Welfare Charitable Organisation,Telangana,On Violation,2019
10360137,Good Samaritan New Life Society,Telangana,On Violation,2019
10230790,Goldage Foundation,Telangana,On Violation,2019
10250024,Girijana Seema Welfare Association,Telangana,On Violation,2019
10360094,Faith Hope and Love Ministries,Telangana,On Violation,2019
10230612,Faith and Work Bible Association,Telangana,On Violation,2019
368130008,FAIR HAVENS FOUNDATION,Telangana,On Violation,2019
10360169,ETUKURI RAYANNA SHANTHAMMA CHARITABLE TRUST,Telangana,On Violation,2019
10250053,Dhyana Ashram,Telangana,On Violation,2019
10300072,DEED,Telangana,On Violation,2019
368170001,Collective Action for Rural Development Society,Telangana,On Violation,2019
10360103,Churches Together Fellowship,Telangana,On Violation,2019
10300109,CHUM SOCIAL EDUCATIONAL AND CULTURAL CREATIVE SOCIETY,Telangana,On Violation,2019
10220030,Christian Concern Mission,Telangana,On Violation,2019
10110034,Centre for rural education agricultural development society,Telangana,On Violation,2019
10230365,Centenary Baptist Church,Telangana,On Violation,2019
10360144,BLESSING MINISTRIES SOCIETY,Telangana,On Violation,2019
368140041,BHAGWAN MAHAVIR JAIN RELIEF FOUNDATION TRUST,Telangana,On Violation,2019
10280060,Bethesda Social and Evangelical Society (B.S.E.S.),Telangana,On Violation,2019
10300097,bethesda gospel ministries,Telangana,On Violation,2019
368130013,BETHANY RURAL EDUCATION & DEVELOPMENT SOCIETY,Telangana,On Violation,2019
10300117,BANJARA TRIBAL INITIATIVE,Telangana,On Violation,2019
368130027,ARSHA BHARATHI SOCIAL WELFARE SOCIETY,Telangana,On Violation,2019
368130006,AOF MINISTRIES,Telangana,On Violation,2019
10220294,ANTOINETTE NILAYAM HANDICAPPED WELFARE SOCIETY,Telangana,On Violation,2019
368160004,AMMA SEVA SADANAM,Telangana,On Violation,2019
368190010,AMMA NANNA ANADA ASHRAMAM,Telangana,On Violation,2019
10240045,AMMA N.G.O,Telangana,On Violation,2019
10220245,ALPHA INDIA,Telangana,On Violation,2019
10230815,ALL INDIA CHRISTIAN FEDERATION,Telangana,On Violation,2019
10250107,Advancement Rural Research & Education Development Society,Telangana,On Violation,2019
368210007,ADARSHA WELAFRE ASSOCIATION FOR VISUALLY HANDICAPPED,Telangana,On Violation,2019
10250153,Adarsha Social Service Society,Telangana,On Violation,2019
76060049,Zion Full Gospel Church Trust,Tamil Nadu,On Violation,2019
75910011,Youth Awareness and rural Development Society,Tamil Nadu,On Violation,2019
75890038,Young Men s Christian Assocition,Tamil Nadu,On Violation,2019
75980076,Ymca Boys Division,Tamil Nadu,On Violation,2019
75850126,Womens Education & Awareness Development Trust,Tamil Nadu,On Violation,2019
76030223,Women's Integrated Development Agency,Tamil Nadu,On Violation,2019
76050029,Women's Emancipation & Rural Development,Tamil Nadu,On Violation,2019
76040373,Women Empowerment And development Trust,Tamil Nadu,On Violation,2019
75900634,Women Educaiton Development Trust,Tamil Nadu,On Violation,2019
76030275,Women And Child Development Society,Tamil Nadu,On Violation,2019
75940345,Wishva Women's Service Society,Tamil Nadu,On Violation,2019
75890101,Widow Rehabilitation Association,Tamil Nadu,On Violation,2019
76080115,Welfare of Orphan and Rural lead Development Trust,Tamil Nadu,On Violation,2019
76090017,"Welfare of Rural,Adult Women and children Trust",Tamil Nadu,On Violation,2019
75980268,Wealth Social Service Organisation and training Centre,Tamil Nadu,On Violation,2019
75980202,Weaker Section Development Society,Tamil Nadu,On Violation,2019
76060075,W J CARE CENTRE TRUST,Tamil Nadu,On Violation,2019
75990077,Villaga Education For Downtrodder Upliftment,Tamil Nadu,On Violation,2019
75910008,Vijaya Bharathi vidhya Seva Samithi,Tamil Nadu,On Violation,2019
75901121,Vidya Vrikshah,Tamil Nadu,On Violation,2019
75840121,Vidial Social Service Center,Tamil Nadu,On Violation,2019
76030272,Victory Trust (rural Uplift Centre),Tamil Nadu,On Violation,2019
75820135,Vazhkaiyin Oli Sangam,Tamil Nadu,On Violation,2019
76050067,Udhayam Women Federation,Tamil Nadu,On Violation,2019
76020107,TRUST FOR RURAL EDUCATION AND ENVIRONMENT,Tamil Nadu,On Violation,2019
75900536,Trust For Health Environment And Literacy For The People,Tamil Nadu,On Violation,2019
75900473,Trinity Full Gospel Church,Tamil Nadu,On Violation,2019
76040060,Tom S. Bavin Trust,Tamil Nadu,On Violation,2019
75850237,Tirupur School for the Deaf,Tamil Nadu,On Violation,2019
75960152,Thillaiyambur Home for Aged,Tamil Nadu,On Violation,2019
75840119,THEN KALAHASTHI SIVALAYA THIRUPPANI KUZHU,Tamil Nadu,On Violation,2019
75901435,THE THIRUTHUVA DEVA AVIKKURIYA CHRISTAVA SABAI TRUST,Tamil Nadu,On Violation,2019
76060070,THE PENIEL TRUST,Tamil Nadu,On Violation,2019
75901426,THE NATIONAL BOYS & GIRLS EDUCATION SOCIETY,Tamil Nadu,On Violation,2019
75890013,The Maratandam Ymca Rural Development Centre,Tamil Nadu,On Violation,2019
76050116,THE LORD JESUS TRUST(LJT),Tamil Nadu,On Violation,2019
75901441,The Asoka Charitable Trust,Tamil Nadu,On Violation,2019
75850349,THAYAGAM SOCIAL SERVICE SOCIETY,Tamil Nadu,On Violation,2019
76020059,Teem Trust of India,Tamil Nadu,On Violation,2019
75940330,Tamilnadu Samuga Seva Sangam,Tamil Nadu,On Violation,2019
75960154,TAMILNADU AANMIGA VALARCHI PERAVAI,Tamil Nadu,On Violation,2019
76030064,Suviseshapuram & Neighbourhood Development Society,Tamil Nadu,On Violation,2019
76040247,Subiksha Rural Development Society,Tamil Nadu,On Violation,2019
75901202,SUBIDCHAM NATIONAL AMBEDKAR SOCIAL WELFARE TRUST,Tamil Nadu,On Violation,2019
75900122,St.George Anglo-indian Hr. Sec. School & Orphanges,Tamil Nadu,On Violation,2019
76010017,St. Peter Claver Convent,Tamil Nadu,On Violation,2019
75980250,St. Joseph's Yellagiri Educational Trust,Tamil Nadu,On Violation,2019
76040055,St. Anne's Rehabilation Society For The Handicapped,Tamil Nadu,On Violation,2019
76010116,St. Vincent De Paul Ashram Boys Town,Tamil Nadu,On Violation,2019
75901429,SrimanNKThirumalachariar National Education Society,Tamil Nadu,On Violation,2019
76040278,Sri Ramakrishna Tapovanam,Tamil Nadu,On Violation,2019
76080054,Sri Nandanar Swamigal Trust,Tamil Nadu,On Violation,2019
76050138,Sri Nallandavar Rural Development Trust,Tamil Nadu,On Violation,2019
75940560,Sri Meenakshi Women Development Trust,Tamil Nadu,On Violation,2019
76030343,SRI CHANDRA SHEKARA EDUCATIONAL AND CHARITABLE TRUST,Tamil Nadu,On Violation,2019
75901249,Sree Siva Educational and Social Welfare Trust,Tamil Nadu,On Violation,2019
76080151,Sree Ramajayam Educational Trust,Tamil Nadu,On Violation,2019
75890052,Southern District Council Of The South India Assemblies of God,Tamil Nadu,On Violation,2019
75910005,Society of Education Research for Village Improvement and Community Empowerment,Tamil Nadu,On Violation,2019
76080114,Society for Women's Education and Development,Tamil Nadu,On Violation,2019
75820438,SOCIETY FOR PEOPLES EDUCATION,Tamil Nadu,On Violation,2019
75940045,Society For Integrated Rural Development,Tamil Nadu,On Violation,2019
76000086,Society For Development Of The Oppressed,Tamil Nadu,On Violation,2019
75890256,Social Welfare And Educational Development Association,Tamil Nadu,On Violation,2019
75940510,Social Service for Educational and Environmetn Development Trust(SSEED Trust),Tamil Nadu,On Violation,2019
75820114,Social Education & Action Society,Tamil Nadu,On Violation,2019
76100030,Social Awareness for Liberation Trust,Tamil Nadu,On Violation,2019
76050056,Social Agriculture Children Education And Women Development Trust,Tamil Nadu,On Violation,2019
75820136,Social Action Movement 1,Tamil Nadu,On Violation,2019
75900531,Slum Development Society,Tamil Nadu,On Violation,2019
75901181,SHRI ANDAL ALAGAR EDUCATIONAL TRUST,Tamil Nadu,On Violation,2019
76030345,SHALOM EDUCATIONAL TRUST,Tamil Nadu,On Violation,2019
76060072,Service Unit for Development Activities in Rural,Tamil Nadu,On Violation,2019
75900547,Service and Research Institute on Family and Children(SERFAC),Tamil Nadu,On Violation,2019
75890430,SATHIYA TRUST,Tamil Nadu,On Violation,2019
76020080,SAMUEL HARRIS EDUCATIONAL TRUST,Tamil Nadu,On Violation,2019
75960126,SAMATHUVA PARAVAI SAMUGA SEVAI SANGAM,Tamil Nadu,On Violation,2019
75901329,SAHODARAN,Tamil Nadu,On Violation,2019
76100071,RURAL WOMENS EDUCATION AND DEVELOPMENT TRUST,Tamil Nadu,On Violation,2019
76030210,Rural Poverty Women's Organisation,Tamil Nadu,On Violation,2019
75940377,Rural Integrated Development Organisation,Tamil Nadu,On Violation,2019
76030295,Rural Educational and Development Society,Tamil Nadu,On Violation,2019
75980131,Rural Education Working Society,Tamil Nadu,On Violation,2019
75960044,Rural Education Welfare Assocation For Developmetn Service Trust,Tamil Nadu,On Violation,2019
75890148,Rural Education For Social Action,Tamil Nadu,On Violation,2019
76060060,Rural Education Environment Development Multipurpose Awareness Society,Tamil Nadu,On Violation,2019
75840098,RURAL EDUCATION AND WOMEN DEVELOPMENT TRUST,Tamil Nadu,On Violation,2019
75820240,Rural Education And Economic Development Society,Tamil Nadu,On Violation,2019
76040204,Rural Development Trust,Tamil Nadu,On Violation,2019
75970109,Rural Development Institute Trust,Tamil Nadu,On Violation,2019
75850321,ROTARY SAICITY CHARITABLE TRUST,Tamil Nadu,On Violation,2019
75940549,Rotary Club of Madurai Central Foundation,Tamil Nadu,On Violation,2019
75901275,Rehabilitation and Improvement through Self Employment ( RISE),Tamil Nadu,On Violation,2019
75890447,REDDIARCHATRAM SEED GROWERS ASSOCIATION CHARITABLE TRUST,Tamil Nadu,On Violation,2019
76020081,Reach India Mission (RIM),Tamil Nadu,On Violation,2019
76040257,Ramasamy Chellapappu Educational Trust,Tamil Nadu,On Violation,2019
75940482,Rajiv Gandhi Social Service Centre,Tamil Nadu,On Violation,2019
75850262,PUBLIC WELFARE TRUST,Tamil Nadu,On Violation,2019
75940146,Project Dheenabandhu,Tamil Nadu,On Violation,2019
75880018,PRINCE OF PEACE CHARITABLE TRUST,Tamil Nadu,On Violation,2019
75840066,PREMA KUMARI KARUNALAYAM,Tamil Nadu,On Violation,2019
75940559,prani mithran,Tamil Nadu,On Violation,2019
76040249,Poor People Development Education Society,Tamil Nadu,On Violation,2019
75850306,PETER PEACE MISSION TRUST,Tamil Nadu,On Violation,2019
76000127,PALLAVA FOUNDATION,Tamil Nadu,On Violation,2019
76040084,Organisaton For Rehab Of Blind In Trichy,Tamil Nadu,On Violation,2019
76050037,Organisation For Women Emancipation And,Tamil Nadu,On Violation,2019
75870129,OM SRI ANGALA PARAMESWARI SIMMA PEEDA TRUST,Tamil Nadu,On Violation,2019
76100051,New Life Centre for Children and Women,Tamil Nadu,On Violation,2019
75901222,Nethaji Mercy Home,Tamil Nadu,On Violation,2019
75950026,NESAM TRUST,Tamil Nadu,On Violation,2019
75960151,NEHRU YOUTH ANBALAYA SOCIAL SOCIETY,Tamil Nadu,On Violation,2019
75820346,Natural Educational Environmental Agricultural Development Society(NEEDS),Tamil Nadu,On Violation,2019
75940366,National Institute For Women Child And Rual Health Trust,Tamil Nadu,On Violation,2019
76050042,National Environment & Education Development,Tamil Nadu,On Violation,2019
75870048,Muslim Educational Trust,Tamil Nadu,On Violation,2019
75940374,Movement For Women's Inteprated Development,Tamil Nadu,On Violation,2019
75820330,Mother Teresa Old Age Home & Indra Gandhi Orphanage for Children,Tamil Nadu,On Violation,2019
75890376,Mother Mary Educational Trust,Tamil Nadu,On Violation,2019
75900158,Mc. Levy Institute Of Development Service,Tamil Nadu,On Violation,2019
76030289,Mathias Charitable Trust,Tamil Nadu,On Violation,2019
75850281,Mariappa Foundation,Tamil Nadu,On Violation,2019
75960107,Mahathma Educational Trust,Tamil Nadu,On Violation,2019
75940530,Madura Trust for Communiity Development,Tamil Nadu,On Violation,2019
76040365,Lotus Charitable Trust,Tamil Nadu,On Violation,2019
75820437,LORD SREE KRISHNA EDUCATIONAL TRUST,Tamil Nadu,On Violation,2019
75850307,LIONS CLUBS INTERNATIONAL DISTRICT324 B1 CHARITABLE TRUST,Tamil Nadu,On Violation,2019
76030319,Lingham Trust,Tamil Nadu,On Violation,2019
75901431,LIFE TRUST,Tamil Nadu,On Violation,2019
76050136,LAKSHMANAN CHARITABLE TRUST,Tamil Nadu,On Violation,2019
75890434,KIRUBA FOUNDATION,Tamil Nadu,On Violation,2019
75850341,KARPAGAM CHARITY TRUST,Tamil Nadu,On Violation,2019
75850340,KARPAGAM ACADEMY OF HIGHER EDUCATION,Tamil Nadu,On Violation,2019
76000141,Kamalambigai Arunachaleswarar Saravanabhava Educational and Charitable Trust,Tamil Nadu,On Violation,2019
75900678,Kakkum Karangal,Tamil Nadu,On Violation,2019
75940535,JOY TRUST,Tamil Nadu,On Violation,2019
76000151,JOY RURAL DEVELOPMENT EDUCATIONAL AND CHARITABLE TRUST,Tamil Nadu,On Violation,2019
76020103,JOHN BOSCO EDUCATIONAL AND CHARITABLE TRUST,Tamil Nadu,On Violation,2019
76090020,JESUS FULL GOSPEL PENTECOSTAL MISSION,Tamil Nadu,On Violation,2019
75901300,Jerushiya Foundation,Tamil Nadu,On Violation,2019
75890149,Jehovah Church,Tamil Nadu,On Violation,2019
75970119,JEEVAN MISSION TRUST,Tamil Nadu,On Violation,2019
75901414,JEEVAN FOUNDATION,Tamil Nadu,On Violation,2019
76040259,Jaya Balwadi Educational Society,Tamil Nadu,On Violation,2019
75960060,Integrated Rural Development Centre,Tamil Nadu,On Violation,2019
75900356,Institute Of Foreign Mission Sisters,Tamil Nadu,On Violation,2019
75900727,Inner Wheel Club Of Madras Girls Town Society,Tamil Nadu,On Violation,2019
75980135,Infant Jesus Mission Trust,Tamil Nadu,On Violation,2019
75980292,INDIAN CONSUMER PROTECTION AND INVESTIGATION CENTRAL COMMITTEE,Tamil Nadu,On Violation,2019
75920017,IMMANUVEL EDUCATIONAL AND RURAL DEVELOPMENT CHARITABLE TRUST,Tamil Nadu,On Violation,2019
75850344,Ibadah Womens Welfare Trust,Tamil Nadu,On Violation,2019
76030353,HUMAN RIGHTS AND JUVENILE DELINQUENT PROTECTION COUNCIL,Tamil Nadu,On Violation,2019
75910001,Human Mirror Trust,Tamil Nadu,On Violation,2019
75901270,HUMAN HEALTH CENTRE,Tamil Nadu,On Violation,2019
76050028,Heart Village Welfare Organisation,Tamil Nadu,On Violation,2019
75860004,Health Education And Development Society,Tamil Nadu,On Violation,2019
75900978,Gypsy Christian Welfare Society,Tamil Nadu,On Violation,2019
75880027,Green Germinate Environmental and Charitable Welfare Trust,Tamil Nadu,On Violation,2019
75820405,GOODWILL HANDS,Tamil Nadu,On Violation,2019
75970086,Good Samaritan Social Trust,Tamil Nadu,On Violation,2019
76030025,Good News Mission,Tamil Nadu,On Violation,2019
76030212,Giri Niketan Social Service Community,Tamil Nadu,On Violation,2019
76050031,G R A M I Y A,Tamil Nadu,On Violation,2019
76020101,FULLNESS TRUST,Tamil Nadu,On Violation,2019
76000089,Full Gospel Church Trust- Bethel Children's Home,Tamil Nadu,On Violation,2019
75890359,Fr. Ritz Social Service Trust,Tamil Nadu,On Violation,2019
75850296,EL. SHADDAI MISSIONS,Tamil Nadu,On Violation,2019
75900131,Eclof India Public Charitabele Trust,Tamil Nadu,On Violation,2019
76020110,Dharaneeswarar Educational Trust,Tamil Nadu,On Violation,2019
75950003,Dhanam Trust,Tamil Nadu,On Violation,2019
75940448,Development of Education and Social Awareness Movement,Tamil Nadu,On Violation,2019
76050119,Development for Education Service and Poor People Organisation (DESPPO TRUST),Tamil Nadu,On Violation,2019
76040382,DEVELOPMENT EDUCATION AND ACTION FOR RELIEF (DEAR FOUNDATION),Tamil Nadu,On Violation,2019
75901438,Devasitham Charitable Foundation,Tamil Nadu,On Violation,2019
76000077,Deepam People's Society,Tamil Nadu,On Violation,2019
75900997,David Livingstone Missionary Movement,Tamil Nadu,On Violation,2019
76030372,CREAOIT CommunityRural Education and Orphanage Improvement Trust,Tamil Nadu,On Violation,2019
75890172,Council For Health Education And Rural Upliftment,Tamil Nadu,On Violation,2019
75920016,CONCEPT INDIA,Tamil Nadu,On Violation,2019
76000001,Community Health Project,Tamil Nadu,On Violation,2019
76030228,Community Development Unit,Tamil Nadu,On Violation,2019
75820270,Community Association for rural Development Society,Tamil Nadu,On Violation,2019
