State,Reg No,Association,Address,Nature
Andhra Pradesh,10170324,UMARALISHA RURAL DEVELOPMENT TRUST,"11-3-42, Umar Alisha Nilayam, main Road, Pithapuram, 533450","Economic ,Educational ,Social "
Andhra Pradesh,10170325,ARUNDHATI DEVELOPMENT SOCIETY,"potavaram, east godavari district, 533214","Religious(Christian) ,Cultural ,Educational ,Social "
Andhra Pradesh,10250100,VYAVASAYAKA MARIYU SANGHIKA ABHIVRUDDI SAMSTHA,"REKHAPALLY POST V R PURAM MANDAL EAST GODAVARI DISTRICT ANDHRA PRADESH - 507135, V R PURAM, 507135",Social 
Andhra Pradesh,10190024,ST JOSEPHS CONVENT,"ST JOSEPHS CONVENT LOYOLA NAGAR NALLAPADU, GUNTUR, 522005",Social 
Andhra Pradesh,10190043,Christian Youth Centre,"Ch. Agraharam, , Guntur, A.P.-","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190056,Gandhian Organisation For Rural Development,"11-18-22, Vennamvan Veedi, Railpet, Distt. Guntur-","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190071,Christian Community Development Society,"D.NO.4-18-1, Ithanagar, Tenali, Dist: Guntur-522201",Social 
Andhra Pradesh,10190080,Centre for Disabled Children,"Lenin Nagar Narasarapet, Guntur-522601","Educational ,Social "
Andhra Pradesh,10190112,Nava Vikasa Nirman Samithi,"D.No.14-61-3, Morrispet, Tenali, Andhra Pradesh -522202",Social 
Andhra Pradesh,10190139,Harijana Mahila Mandali,"Jayabharathireddy Harijana Coly., Nidubrolu, Distt. Guntur, -522124",Social 
Andhra Pradesh,10190143,Action for integrated Rural and Tribal Development Social Service Society,"Athota, Guntur, 522306","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190184,Navachaitanya Yuvaka Mandali,"Eddupalli Nagaram Mdl, Guntur-522268",Social 
Andhra Pradesh,10190196,Church of Christ,"Krishna Nagar Marasanaopet, Guntur-522601","Religious(Christian) ,"
Andhra Pradesh,10190197,Visior India,"4-22-27/5A, 1//1, Sowbhagya Ngr, Kretapadu Extn Guntur-522007",Social 
Andhra Pradesh,10190204,Development Action of Women Network,"7-6-322/2A, Vengala Rao Ng 3rd Line, Guntur-522002","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190216,Viveka Service Society,"1-2-67/1, II Ward, Pailpet, Bapatla-522101",Social 
Andhra Pradesh,10190222,Prakasam Social Welfare Association,"D.No.13-110, Pittala Vanipalem (P&, Guntur Distt.-523329",Social 
Andhra Pradesh,10190243,St. Paul's Educational Society,"Door No. 14-5-59, Morrispet, , Tenali, Guntur district.-522202","Educational ,"
Andhra Pradesh,10190245,Sonia Harijana Girijana Mahila Samkshema Seva Sangham,"AT:Agrajaram, 1st line, Guntur, Andhra pradesh-522004","Educational ,Social "
Andhra Pradesh,10190258,N.R.I. Academy of Sciences,"Saumya Nagar, Tadepalli-522501","Educational ,"
Andhra Pradesh,10190277,Holy Childhood Society,"D. No. 1-2-52/B, Christ Nagar, Bapatala, -522101","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190289,Raju Hanuman Seva Sangham,"Lalpuram Post, Guntur Rural Mandal-522017","Cultural ,Economic ,Educational ,"
Andhra Pradesh,10190293,St. Paul's Socio-Educational Society,"H. O. No. 1-864, Krishna Reddy , Colony, Chilakaluri Peta-522616","Educational ,Social "
Andhra Pradesh,10190301,Bethesda Ministries,"D. No. 4-23-25, Sanjay Gandhi Colony, Amaravathi Road-522007","Economic ,Educational ,Social "
Andhra Pradesh,10190313,Urban and Rural Development Mission,"Munnagi Brahma Reddy Bhavan, Opp. Rotary Community Hall, NRT Rd-522616","Economic ,Educational ,Social "
Andhra Pradesh,10190317,International Gospel and Social Work Mission,"D. no. 12-21-84, Near Mosque, Prakash Nagar, Narsaraopet-522001","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190320,Jiddu Krishna Murthy Trust,"D. No. 16-2-7/1, Upstairs Amulya -, Nursing Home, Guntur Road, -522001","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190348,Association of Believers in Christ Integrity,"D.No.20-36-22, Opp. Reading Room, Chinaravur, Tenali, Guntur-522201","Cultural ,Educational ,Social "
Andhra Pradesh,10190359,Devotional Endeavour Voluntary Association,"8-22-105, 2nd Lane, Sitarama Nagar, , Guntur, , 522001","Religious(Christian) ,Social "
Andhra Pradesh,10190360,Sarojini Devi Memorial Society,"Karumanchi Post, Savalyapuram Mandal-522646",Social 
Andhra Pradesh,10190365,Melukolupu,"D.NO. 35-491, Assist Campus, , G.T. Road, Town/City:Chilakaluripet-522616","Cultural ,"
Andhra Pradesh,10190369,Zest Evangelical Services,"D.NO. 30-309, ABM Compound, Vinukonda, -","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190374,N.R.I. Educational Society,"D.No.4-5-29/85, , 4/5, Vidya Nagar, Guntur, -522007","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190381,Society For Welfare HIV Infected People (SHIP),"D # 11-543 Amaravathi Road Opp. XXX Soap Company, Gorantla Guntur Andhra Pradesh, 522002","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190383,CHAITANYA TAPOVAN,"KRISHNA NAGAR, NEAR MRO OFFICE, , TADEPALLI, 522502","Religious(Hindu) ,Cultural ,Educational ,Social "
Andhra Pradesh,10190384,House of Hope Orphanage,"D.No.7-17-316/13, Srinagar 7/7, Guntur, 522002","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190391,Holy Oasis Ministries,"Uppidi(post), Repalle(mandal) Gunter dist. A.P, Uppidi Post, 522265","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190396,KALA SOCIAL WELFARE SOCIETY,"No. 80, NGO Colony, 2nd Lane, Venugopal Nagar, Guntur, 522004","Educational ,Social "
Andhra Pradesh,10190399,DAANA CHARITABLE TRUST,"KHAJIPALEM (MANDE), PITTALA VANI PALEM (MANDAL), BAPATLA (TQ), GUNTUR DISTRICT, 500329","Religious(Christian) ,"
Andhra Pradesh,10190409,Society For Eradication of Rural Poverty,"D.No. 16-15-288, Sri Krishna Nagar, Old Guntur, Guntur, Guntur, 522001","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190415,Bharathi Rural Educational And Awareness Development Society (BREADS),"D.No.16-22-27, Machirajuvari veedhi, Near Kotharamulavari Temple, Old Guntur, Guntur - 522 001, Guntur, 522001","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190419,Good News Ministry Mother Terisa Social Service Organisation,"Ist Ward, Door No. 1/180, Tadepalli, Guntur, 522501",Social 
Andhra Pradesh,10190431,SANDHYA WOMENS WELFARE SOCIETY,"C/O TRUST DAY CARE CERTER, PERECHERLA, MEDIKONDUR MANDAL, GUNTUR, 522009","Economic ,Educational ,Social "
Andhra Pradesh,10190452,HUMANITY ORGANISATION FOR PEOPLE EMPOWERMENT NETWORK HOPE,"D No 6 13 62 13th Lane 2nd Cross Road Arundelpet, GUNTUR, 522002","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190456,STHREE SHISHU SEVA SANKSHEMA SANGAM,"DNo19-1-41A AR Road MS Palem, TENALI, 522201","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190462,DISABLEDDEVELOPMENTSOCIETY,"MUNAGALAVARI STREET MANGALAGIRI, GUNTUR, 522503","Economic ,Educational ,Social "
Andhra Pradesh,10190463,SOCIETY FOR EDUCATION AND RECONSTRUCTION OF VILLAGES THROUGH ANIMATION NEOFORMATION AND TRANSFROMAT,"D No 7 20 78 Sarada Colony 4th Lane, GUNTUR, 522002","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190466,CHILD ADOPT AND RURAL ECONOMICAL DEVELOPMENT SOCIETY,"D No 5 1 19 NSP COLONY SATTENAPALLI, SATTENAPALLI, 522403","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190472,AMMA CHARITABLE TRUST,"OPP SRI NAGA SAI MANDIR NALLAPADU ROAD NEAR MIRCHI YARD, GUNTUR, 522004","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190474,MANTHENA SATYANARAYANA RAJU CHARITABLE TRUST,"AMARAVATHI KARAKATTA ROAD VENKATAPALEM, MANGALAGIRI, 522503","Educational ,Social "
Andhra Pradesh,10190476,MONTESSORI EDUCATIONAL DEVELOPMENT SOCIETY,"Montessori Public School Campus D No 5 91 15 4th Lane Lakshmipuram, GNTUR, 522002","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190477,LEARNING ESTATE MINISTRY,"H No 7 173 BETHAPUDI VILLAGE AND POST REPALLE MANDAL, BETHAPUDI VILLAGE REPALLE MANDAL, 522265","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190478,GLOBAL HELPING HANDS INC,"D No 5 94 16 6th Lane 13 Cross Road A Brodipet, GUNTUR, 522002","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190479,SOCIO ECONOMIC AND RURAL DEVELOPMENT SOCIETY,"PEDAKAKANIPOST AND MANDAL, GUNTUR, 522509","Religious(Christian) ,Economic ,Educational ,Social "
Andhra Pradesh,10190483,CHRISTU SUDA COMMUNICATIONS AND MINISTRIES,"GUDIPADU POST, KROSUR MANDAL GUNTUR DISTRICT, 522410","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190484,GOSPEL FOR INTERNATIONALLY PERISHED SOULS MINISTRIES,"Chennupallivaripalem Village Piratlanka Post, Repalle Mandal, 522264","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190485,DEENAMMA AND RURAL DEVELOPMENT SOCIETY,"VEERAMMA COLONY KODNDAMODU RAJUPALEM, GUNTUR, 522413","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190486,MY JESUS MINISTRIES,"4 16 145 2 Bharatpet Ist Lane, Guntur, 522002","Religious(Christian) ,Educational ,Social "
Andhra Pradesh,10190487,YESU VAGDANA MINISTRY,"DACHEPALLI dachepalli mandal guntu dist, Guntur, 522414","Economic ,Educational ,"
Andhra Pradesh,10190488,THE VOLUNTARY RURAL DEVELOPMENT SOCIETY,"H No 8-7, Pedaparimi Village and Post, Thulluru Mandal, 522236","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190489,GOOD SAMARITAN MISSION,"THIPPALAKATTA Village KOLLURU Mandal, GUNTUR, 522324","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190490,BENE YACOB TELUGU JEWISH COMMUNITY DEVELOPMENT SOCIETY,"KOTHAREDDY PALEM VILLAGE, CHEBROLU MANDAL, 522212","Religious(Others) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190491,FOLLOWERS OF CHRIST EVANGELISTIC ASSOCIATION OF INDIA,"D No 239 Saradapuram Colony, GUNTUR, 522002","Religious(Christian) ,Economic ,Educational ,Social "
Andhra Pradesh,10190492,REVELATION MINISTRIES,"D.NO.2-155/1, RAILPET, BATTIPROLU, , BATTIPROLU MANDAL, 522256","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190493,PRAGATHI RURAL DEVELOPMENT SOCIETY,"DOOR NO 7-20-1050 26th LINE SARADA COLONY, GUNTUR, 522002","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190495,Society for Educate and Empower People,"D.No 9-718, Perecherla Post Medikonduru Mandal, Guntur, 522009","Educational ,Social "
Andhra Pradesh,10190496,KAMMA JANA SEVA SAMITHI,"D. NO. 3-25-26/4, Kundula Road, Brundavan Gardens, , Guntur, 522006","Educational ,Social "
Andhra Pradesh,10190498,DIWALI RURAL DEVELOPMENT ASSOCIATION,"D.NO.25-16-85 FLAT NO A510 RISHIVALLY APTS SRINIVASARAO PET, GUNTUR, 522004","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190499,RURAL SOCIAL WELFARE DEVELOPMENT ORGANISATION,"D.NO. 1-95, BALAYESU COLONY, SIRIPURAM Village, MEDIKONDURU Mandal, GUNTUR, 522401","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10190501,HUDA SOCIETY,"H NO 10 -1 ABBAS NAGAR VALUR ROAD CHILAKALURIPET, CHILAKALURIPET, 522616","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260020,Tidal Wave and Cyclone Hit Area Rehabilitation & Development Organisation,"14/306-1, Edepalli, Machlipatnam, Krishna, -","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260027,Sanghmitra Service Society,"1/188, Krishnanagar, Vijayawada, Distt. Krishna, A.P.-","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260076,Gitard Mermorial Hospital of 7th Day Advenstists,"Nuzwid, Dist. Krishna, Andhra Pradesh.-",Social 
Andhra Pradesh,10260081,Andhra Pradesh Council of Churches,"Samanvay, Deepthi Chambers, Vijayapuri-","Religious(Christian) ,Economic ,Social "
Andhra Pradesh,10260085,Jai Hind Secondary School Association,"Anugudurupeta, Machlipatnam, Distt. Krishna, A.P.-","Educational ,"
Andhra Pradesh,10260088,Hymavathi Venkata Krishna Rao Atluri Welfare Society of Aged Persons & Day Care,"Gopalapuram, Kanbhampadu, Distt. Krishna, A.P.-",Social 
Andhra Pradesh,10260096,S.D.A. High School,"G.M. Hospital, Nujuid Post, Distt. Krishna-","Educational ,"
Andhra Pradesh,10260102,Christian Dynamic Service Society,"Tranquil Public School, Bhavanipuram, Vijayawada-520012","Economic ,Educational ,Social "
Andhra Pradesh,10260144,Good Hope Welfare Association,"24-28/4-13, Ganapathirao St, Sunder Nagar Vijayawada-520023",Social 
Andhra Pradesh,10260148,Praja Pragathi Seva Sangham,"D.NO.27/286, Patharamannapet, Machilipatnam -521001",Social 
Andhra Pradesh,10260153,Navajeevan Charitable Trust,"Edara, Agiripalli Mandal, Krishna-521211","Educational ,Social "
Andhra Pradesh,10260160,Grameena Samajika Abhivrudhi Samstha,"Kesari Palli-Post , Gannavaram Mandal-",Social 
Andhra Pradesh,10260173,Faith Gospel Home Ministries,"MIG 185/F6, H.B. Colony, Bhavanipuram, Vijayawada-","Religious(Christian) ,Social "
Andhra Pradesh,10260190,St. Luke's Lalitkala Ashram,"54-16-2/2A, Central Excise Colony, Vijayawada, Krishna-520008","Religious(Christian) ,Cultural ,Educational ,Social "
Andhra Pradesh,10260193,Integrated Development Agency,"Rithupeta, Nandigama, Krishna-521185",Social 
Andhra Pradesh,10260212,Holy Mission,"11-140, Lakshmi Talkies Street, Vuyyuru (S.O.) Mandal-522165","Religious(Christian) ,Educational ,Social "
Andhra Pradesh,10260231,Jesus Prayer Fellowship,"D. No. 21-11-7/3-3A, , Madhura Nagar, Vijayawada-","Educational ,Social "
Andhra Pradesh,10260232,Indian Rehabilitation Foundation,"H. No. 5-21, Hostel Road, Prasadapadu, Vijayawada-521108","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260234,Raja Rural and Urban Development Society,"Door No. 4-131, Arjavanigudem, Bantumilli Mandal-521329",Social 
Andhra Pradesh,10260236,Abhyudaya Mahila Mandali,"Lurdu Nagar, Gunadala, , Vijayawada, Krishna-520004","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260244,Abba Aims Society,,"Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260245,The Krishna District Lorry Owners Association,"D. no. 40-13-1, Chandramoulipuram, Benz Circle, Vijayawada-520010",Social 
Andhra Pradesh,10260248,Krishna Seva Samithi,"21/200, Batchupet, Machilipatnam, Krishna District-521001","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260251,Andhra Pradesh Girijana Sevak Sangh,"Chndamamapeta, Nandigama, Krishna District-",Social 
Andhra Pradesh,10260288,Ambedkar Educational Society,"D.No 9-57, raya Nagar, , Town/City: Gannavaram, -521101","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260297,Sree Sundara Hanuman Dharmika Parishath,"D.No.W/9-22, Kothuru Tadepalli, , Vijayawada, 520012","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260305,BALA BHASKAR SEVA SANGHAM,"G.F.6, 31-12-9/1, MANOHARA APARTMENTS, D.B.K.STREET, MACHAVARAM, VIJAYAWADA, 520004","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260308,CHEYUTHA HIV INFECTED PEOPLE EMPOWERMENT SOCIETY,"D.No. 43-107-4, Azith Singh Nagar, Nunna Road, Opp Sai Baba Temple, Vijayawada, 520015","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260320,BETHEDSA A MISSION OF MERCY,"BLOCK NO 18 DOOR NO 42/69/21, AZITHSINGHNAGAR, VIJAYAWADA, 520015",Social 
Andhra Pradesh,10260334,POWER OF THE CROSS GOSPEL MINISTRIES,"KSR NAGAR, DHARMAVARAPADU THANDA, , JAGGAYAPETA, 521457","Religious(Christian) ,Educational ,Social "
Andhra Pradesh,10260339,SMILE HELP CHARITABLE TRUST,"48-11/8-20, TEMPLE STREET, CURRENCY NAGAR, , VIJAYAWADA, 520008","Economic ,Educational ,Social "
Andhra Pradesh,10260343,"VOLUNTARY HEALTH, EDUCATION AND ECONOMIC DEVELOPMENT UNIT","HIG 108, H.B.COLONY, BHAVANIPURAM, , VIJAYAWADA, 520012","Religious(Others) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260349,BHUSHAN WELFARE SOCIETY,"OPP VIKAS COLLEGE STREET VISSANNAPETA, VIJAYAWADA, 521215",Social 
Andhra Pradesh,10260351,THE WORD OF LIFE CHURCH,"D.No.1/33-2, Main Road, , Pedana, 521366","Religious(Christian) ,Social "
Andhra Pradesh,10260360,Indian Christian Elders Memorial Trust,"Block no 12 D no 42-60-29, Ajith Singh nagar Vijayawada, 520015","Cultural ,Educational ,Social "
Andhra Pradesh,10260371,Lions District Three hundred twenty four C four service trust,"27-14-45, 2nd floor, Satnam Towers, Opp Buckinghampet post office, , Vijayawada, 520002","Educational ,"
Andhra Pradesh,10260378,TADEPALLI SATYA SA ICHEYUTHA SOCIETY,"Plot-18 Road-3 Sector-4 Lotus Land Mark Kedareswaripet, VIJAYAWADA, 520003","Educational ,"
Andhra Pradesh,10260379,CHILDREN LEADERSHIP DEVELOPMENT ASSOCIATION,"VASAVYANAGAR, VIJAYAWADA, 520010","Educational ,Social "
Andhra Pradesh,10260382,GOOD NEWS MINISTRIES,"DNo 29 6 22 1 Ramachandrarao Street, VIJAYAWADA, 520002","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260383,UDDHAR RURAL AND URBAN DEVELOPMENT SOCIETY,"23 243 OLIVE VILLA BATCHUPETA, MACHILIPATNAM, 521001","Educational ,Social "
Andhra Pradesh,10260384,RESTORATION MINISTRIES,"14- 91 KAZA Post Movva M, Krishna District, 521150","Religious(Christian) ,Educational ,Social "
Andhra Pradesh,10260385,BLESSING BLOSSOMS,"42-85-31 BLOCK NO 30 AZITH SINGH NAGAR, VIJAYAWADA, 520015","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260386,OPENHEART SOCIAL ORGANISATION AND CHARITABLE TRUST,"41-7-11, 2ND FLOOR, VIKRAM DURGAIAH ST., HARINADHA PURAM, KRISHNA LANKA, VIJAYAWADA, 520013",Social 
Andhra Pradesh,10260387,ALIVE SERVICE SOCIETY,"D.NO 76 13 47A JOJI NAGAR BHAVANIPURAM, VIJAYAWADA, 520012","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260388,ABHIVRUDHI MAHILA SANGAM,"30/426 MUSTHAKHANPET, MACHILIPATNAM, 521001",Social 
Andhra Pradesh,10260389,Reach All Nations Association,"Door No 11/37/1, Ventrapragada, 521263","Religious(Christian) ,Educational ,Social "
Andhra Pradesh,10260390,NEW HOPE MINISTRIES,"5-238, CHILLAKALLU, 521178","Religious(Christian) ,Social "
Andhra Pradesh,10260391,SRI SATYA SAI DHYANAMANDALI CHARITABLE TRUST,"29-28-23 DASARI VARI STREET SURYARAOPETA, VIJAYAWADA, 520002",Social 
Andhra Pradesh,10260392,SIRIPURAPUDEVASAHAYAMMIRIYAMMACHARITABLETRUST,"HNo36-1-22WoodpetVenkateswarapuramPost, VIJAYAWADA, 520010","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260393,THE LOVE IN ACTION FELLOWSHIP,"D. No. 2-187, Bethesda Garden, Nandamuripet., Nuzivid, 521201","Religious(Christian) ,"
Andhra Pradesh,10260394,LYNY SOCIETY,"LIG-98, UDA COLONY, RAJIV NAGAR, VIJAYAWADA, 520015","Educational ,Social "
Andhra Pradesh,10260395,Gospel Torch Charitable Mission,"GF-1, Jamini Apartments, Bharathi Nagar, Vijayawada, 520008","Religious(Christian) ,Educational ,Social "
Andhra Pradesh,10260396,JOHN HYDE CHARITABLE TURST,"SIVAGANGA CENTRE, MACHILIPATNAM, 521001","Religious(Christian) ,Educational ,Social "
Andhra Pradesh,10260397,SELF RURAL EMPOWERMENT AND EDUCATIONAL SERVICES ORGANIZATION,"48 10 5A 2nd Floor Service Road Ramavarappadu Raing, Vijayawada, 521108","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10260398,comfort foundation,"Navinmittal colony, machilipatnam, 521001","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10270064,Rural Development Social Service Society,"18/151 Syndicate Bank Coalam, B-Camp Kurnool -","Educational ,Social "
Andhra Pradesh,10270072,P.S.S. Education Development Society,"Erragudur , Pamulapadu Mandal-518442","Educational ,"
Andhra Pradesh,10270078,Rural Education Health & Agriculture Development Society,"19-108, Pathapeta Opp Panchayat Off, Dhone Kurnool -518222","Cultural ,Economic ,Educational ,Social "
Andhra Pradesh,10270086,Care Land,"18/88-B, Sreenagar Colony, Kurnool-518002",Social 
Andhra Pradesh,10270097,Healors,"Opp Sandhya Talkies Nandyal, Kurnool-518501",Social 
Andhra Pradesh,10270110,Rural Integrated Community Development Action Society,"House No. 4-55, New Postal Colony, Kurnool.-518003","Economic ,Educational ,Social "
